PlateWell,Relative_Time_unshifted,file_path,file,p1,p2,p3,predicted_count,cell_density,total_cells_in_well,predicted_confluency,mean_area_per_mask,median_area_per_mask,lower_quartile_area_per_mask,upper_quartile_area_per_mask,Well,Row,Column,Plate,Neighbors,Group-Line_Treatment,Group-Line,Group-Treatment,combined_group,Relative Time (hrs),Merged Time,exp_rate_cell_density,logistic_k_CV_fit_cell_density,logistic_k_corr_fit_cell_density,cell_density_p0
plate2-1B10,0.0,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day1_20250515_144427/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B10_pos1_merged_02_cp_masks.png,B10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day1_20250515_144427,1957.888888888889,101480.72243493378,32473.83117917881,0.14844835051943606,301.1849252940564,288.77777777777777,187.91666666666666,394.5,B10,B,10.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,101480.72243493378
plate2-2C8,0.7458333333333333,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day1_20250515_152912/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C8_pos1_merged_02_cp_masks.png,C8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day1_20250515_152912,2587.0,134088.6249618389,42908.359987788455,0.189664783632522,295.95724252893007,267.5,163.30555555555554,393.6666666666667,C8,C,8.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,134088.6249618389
plate2-2C7,0.7458333333333333,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day1_20250515_152912/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C7_pos1_merged_02_cp_masks.png,C7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day1_20250515_152912,2504.5555555555557,129815.38870698836,41540.92438623628,0.18851549661385386,306.12522859716296,281.22222222222223,175.30555555555554,405.6666666666667,C7,C,7.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,129815.38870698836
plate2-2C9,0.7458333333333333,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day1_20250515_152912/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C9_pos1_merged_02_cp_masks.png,C9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day1_20250515_152912,2117.777777777778,109768.03641165869,35125.771651730785,0.17198148909784605,323.20219156062035,299.0,190.86111111111111,424.47222222222223,C9,C,9.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,109768.03641165869
plate2-2C11,0.7458333333333333,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day1_20250515_152912/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C11_pos1_merged_02_cp_masks.png,C11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day1_20250515_152912,2445.4444444444443,126751.55893935972,40560.498860595115,0.19027241272094175,310.7051478321245,281.27777777777777,167.5,414.55555555555554,C11,C,11.0,plate2-2,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,126751.55893935972
plate2-2C10,0.7458333333333333,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day1_20250515_152912/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C10_pos1_merged_02_cp_masks.png,C10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day1_20250515_152912,2233.6666666666665,115774.75529819385,37047.92169542203,0.17731512842982813,317.72909685288334,291.22222222222223,178.33333333333334,420.9166666666667,C10,C,10.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,115774.75529819385
plate2-3D10,1.6919444444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day1_20250515_162558/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D10_pos1_merged_02_cp_masks.png,D10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day1_20250515_162558,2249.1111111111113,116575.26721116451,37304.08550757264,0.17175005801877744,311.56943259040116,290.6666666666667,192.66666666666666,409.8333333333333,D10,D,10.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,116575.26721116451
plate2-3D11,1.6919444444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day1_20250515_162558/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D11_pos1_merged_02_cp_masks.png,D11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day1_20250515_162558,2335.5555555555557,121055.83029239588,38737.86569356669,0.1814801598182108,314.2805426401934,291.6111111111111,191.5,413.69444444444446,D11,D,11.0,plate2-3,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,121055.83029239588
plate2-3D9,1.6919444444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day1_20250515_162558/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D9_pos1_merged_02_cp_masks.png,D9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day1_20250515_162558,2553.222222222222,132337.8650946225,42348.11683027921,0.188910007499879,304.3667929597755,283.0,176.94444444444446,404.05555555555554,D9,D,9.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,132337.8650946225
plate2-3D8,1.6919444444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day1_20250515_162558/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D8_pos1_merged_02_cp_masks.png,D8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day1_20250515_162558,2453.3333333333335,127160.45351361093,40691.345124355495,0.19141562344872573,315.8690701010747,289.94444444444446,180.52777777777777,420.22222222222223,D8,D,8.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,127160.45351361093
plate2-3D7,1.6919444444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day1_20250515_162558/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D7_pos1_merged_02_cp_masks.png,D7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day1_20250515_162558,2118.0,109779.55456867984,35129.45746197756,0.16977943568114492,319.82572551956054,297.0,186.61111111111111,424.80555555555554,D7,D,7.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,109779.55456867984
plate2-1B8,0.0,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day1_20250515_144427/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B8_pos1_merged_02_cp_masks.png,B8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day1_20250515_144427,2218.0,114962.72522820203,36788.072073024654,0.16319198032648216,296.07210859178645,280.77777777777777,178.44444444444446,388.8611111111111,B8,B,8.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,114962.72522820203
plate2-1B7,0.0,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day1_20250515_144427/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B7_pos1_merged_02_cp_masks.png,B7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day1_20250515_144427,2302.3333333333335,119333.86581773241,38186.83706167437,0.1714227223485642,296.3377810822784,276.8888888888889,172.41666666666666,394.55555555555554,B7,B,7.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,119333.86581773241
plate2-1B9,0.0,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day1_20250515_144427/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B9_pos1_merged_02_cp_masks.png,B9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day1_20250515_144427,2164.222222222222,112175.33122908122,35896.105993305995,0.15634335646916087,288.1341199086402,275.94444444444446,176.77777777777777,378.5833333333333,B9,B,9.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,112175.33122908122
plate2-1B11,0.0,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day1_20250515_144427/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B11_pos1_merged_02_cp_masks.png,B11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day1_20250515_144427,2304.6666666666665,119454.80646645458,38225.53806926547,0.1614053547971448,281.33068253792396,268.27777777777777,165.83333333333334,374.02777777777777,B11,B,11.0,plate2-1,3.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,0.0,0.0,,,,119454.80646645458
plate2-3D8,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D8_pos1_merged_02_cp_masks.png,D8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3357.1111111111113,174004.7981186703,55681.53539797449,0.28563568195136635,345.28307331209953,311.6666666666667,185.13888888888889,470.94444444444446,D8,D,8.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.570277777777775,23.570277777777775,31.939888980824687,42.55812664319171,51.11555717089165,127160.45351361093
plate2-3D7,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D7_pos1_merged_02_cp_masks.png,D7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,2958.5555555555557,153346.9835012191,49071.03472039011,0.2628087931825472,354.78996530735895,320.5,196.02777777777777,483.8333333333333,D7,D,7.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.570277777777775,23.570277777777775,34.03667860450252,43.50924189494512,50.59461602979661,109779.55456867984
plate2-3D9,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D9_pos1_merged_02_cp_masks.png,D9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3455.1111111111113,179084.30536500202,57306.97771680065,0.27954051816368547,332.11679527873525,301.55555555555554,181.11111111111111,449.3888888888889,D9,D,9.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.570277777777775,23.570277777777775,30.8061053586105,41.52470122589274,50.34572244181585,132337.8650946225
plate2-3D10,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D10_pos1_merged_02_cp_masks.png,D10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3141.5555555555557,162832.18580814468,52106.29945860631,0.26741884987518116,347.0329154274713,315.1111111111111,189.55555555555554,472.1666666666667,D10,D,10.0,plate2-3,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.570277777777775,23.570277777777775,34.032277485505105,44.268786350441815,52.17027647712431,116575.26721116451
plate2-3D11,25.26222222222222,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-3_Day2_20250516_160011/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\D11_pos1_merged_02_cp_masks.png,D11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-3_Day2_20250516_160011,3265.1111111111113,169236.2811119099,54155.60995581116,0.28424580741529254,351.84836815316055,319.72222222222223,195.91666666666666,473.9166666666667,D11,D,11.0,plate2-3,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.570277777777775,23.570277777777775,34.12014357498222,44.91096661029965,53.42267118835515,121055.83029239588
plate2-2C11,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C11_pos1_merged_02_cp_masks.png,C11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3438.222222222222,178208.92543139387,57026.85613804604,0.28868732403957637,336.62102244946004,302.22222222222223,175.19444444444446,459.6666666666667,C11,C,11.0,plate2-2,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.837222222222227,23.570277777777775,34.31062099723244,45.89508387158555,55.31247648171747,126751.55893935972
plate2-2C7,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C7_pos1_merged_02_cp_masks.png,C7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3244.8888888888887,168188.1288229843,53820.201223354976,0.27377675024058745,342.1522875159469,310.1666666666667,188.0,467.52777777777777,C7,C,7.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.837222222222227,23.570277777777775,26.077688653954105,34.64550095776082,41.496359341445746,129815.38870698836
plate2-2C8,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C8_pos1_merged_02_cp_masks.png,C8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,3521.4444444444443,182522.47523581842,58407.1920754619,0.28822163374605064,331.77228498657587,294.1666666666667,173.44444444444446,452.22222222222223,C8,C,8.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.837222222222227,23.570277777777775,31.05269173527787,42.099242166408665,51.291874561511996,134088.6249618389
plate2-2C9,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C9_pos1_merged_02_cp_masks.png,C9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,2951.6666666666665,152989.92063356313,48956.7746027402,0.26560024681501554,358.80392560410723,328.22222222222223,197.55555555555554,484.77777777777777,C9,C,9.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.837222222222227,23.570277777777775,33.4313338503735,42.71976208743668,49.66222911299379,109768.03641165869
plate2-2C10,24.58305555555556,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day2_20250516_151926/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C10_pos1_merged_02_cp_masks.png,C10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day2_20250516_151926,2985.222222222222,154729.16234375833,49513.33195000267,0.2601502059106573,347.5770744542001,318.3888888888889,194.41666666666666,469.94444444444446,C10,C,10.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.837222222222227,23.570277777777775,29.20494682091893,37.64504091992128,44.04208025331778,115774.75529819385
plate2-1B10,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B10_pos1_merged_02_cp_masks.png,B10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2654.4444444444443,137584.38561776106,44027.00339768354,0.23146577272947205,348.04628851848304,322.0,194.33333333333334,472.6666666666667,B10,B,10.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.90194444444445,23.570277777777775,30.565348934309977,38.11038197485621,43.505100495936475,101480.72243493378
plate2-1B11,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B11_pos1_merged_02_cp_masks.png,B11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,3032.222222222222,157165.2525537338,50292.88081719481,0.24960918529091825,330.0538056345974,296.77777777777777,174.91666666666666,449.75,B11,B,11.0,plate2-1,3.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.90194444444445,23.570277777777775,27.552311070226366,35.75451174512495,42.04311075409075,119454.80646645458
plate2-1B7,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B7_pos1_merged_02_cp_masks.png,B7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,3156.222222222222,163592.3841715413,52349.56293489321,0.2553728972113352,321.6931952601746,289.6111111111111,168.22222222222223,439.30555555555554,B7,B,7.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.90194444444445,23.570277777777775,31.679127414675317,41.37393210545954,48.905916283711676,119333.86581773241
plate2-1B8,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B8_pos1_merged_02_cp_masks.png,B8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,3025.8888888888887,156836.98507863068,50187.83522516183,0.2450263459012309,326.30411724929917,296.3333333333333,175.08333333333334,446.97222222222223,B8,B,8.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.90194444444445,23.570277777777775,31.191526292414483,40.25316710529705,47.14129329991357,114962.72522820203
plate2-1B9,23.90194444444445,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day2_20250516_143834/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B9_pos1_merged_02_cp_masks.png,B9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day2_20250516_143834,2983.3333333333335,154631.2580090785,49482.002562905116,0.24625801286359175,329.3410829788675,294.6111111111111,175.69444444444446,448.3611111111111,B9,B,9.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,23.90194444444445,23.570277777777775,32.233962530035186,41.37240114198434,48.254104769890624,112175.33122908122
plate2-2C7,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C7_pos1_merged_02_cp_masks.png,C7_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,5124.444444444444,265608.700907959,84994.78429054689,0.40748247900123474,323.08607765831954,293.1111111111111,175.77777777777777,443.3888888888889,C7,C,7.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.33277777777778,48.33277777777778,34.58552000179026,35.912698336669976,41.45309708922266,129815.38870698836
plate2-2C9,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C9_pos1_merged_02_cp_masks.png,C9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4810.555555555556,249339.30411556995,79788.57731698238,0.40442935284197923,334.1511947255757,304.72222222222223,182.19444444444446,458.44444444444446,C9,C,9.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.33277777777778,48.33277777777778,40.06225587103121,41.44392384318565,47.111099952290886,109768.03641165869
plate2-2C8,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C8_pos1_merged_02_cp_masks.png,C8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,5587.111111111111,289589.503826015,92668.64122432482,0.42943312182240784,309.08841250595145,273.44444444444446,160.77777777777777,424.97222222222223,C8,C,8.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.33277777777778,48.33277777777778,37.53578525568025,39.0828382258576,45.64578842805009,134088.6249618389
plate2-2C10,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C10_pos1_merged_02_cp_masks.png,C10_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,4702.222222222223,243724.20256775426,77991.74482168135,0.3919233381540441,334.8441122701951,305.6666666666667,184.33333333333334,459.0,C10,C,10.0,plate2-2,8.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.33277777777778,48.33277777777778,36.19127260805317,37.4508064994166,42.6184902899076,115774.75529819385
plate2-2C11,49.07861111111111,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-2_Day3_20250517_154910/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\C11_pos1_merged_02_cp_masks.png,C11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-2_Day3_20250517_154910,5343.555555555556,276965.60373082315,88628.99319386343,0.4172879324079002,314.6486188086802,282.44444444444446,166.38888888888889,431.22222222222223,C11,C,11.0,plate2-2,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.33277777777778,48.33277777777778,38.38021058072483,39.892474734331145,46.25374030875848,126751.55893935972
plate2-1B9,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B9_pos1_merged_02_cp_masks.png,B9_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4806.0,249103.18189663615,79713.01820692357,0.37742984432150734,314.50810810413714,282.77777777777777,170.22222222222223,429.0,B9,B,9.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.381388888888885,48.33277777777778,38.87745782432997,40.23009113779369,45.78455627491962,112175.33122908122
plate2-1B8,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B8_pos1_merged_02_cp_masks.png,B8_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4942.777777777777,256192.60754316035,81981.63441381132,0.3740113006689856,304.320664194935,276.6666666666667,162.58333333333334,417.80555555555554,B8,B,8.0,plate2-1,5.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.381388888888885,48.33277777777778,38.94119278810709,40.32974215541878,46.05566885260873,114962.72522820203
plate2-1B11,48.381388888888885,E:\MERGED_20250515_RGF_ISO_SAG_GROWTH_ROUND2\plate2-1_Day3_20250517_150720/model_outputs/2024_03_29_02_03_10.875324_epoch_960_0.4_0\B11_pos1_merged_02_cp_masks.png,B11_pos1_merged_02_cp_masks.png,2024_03_29_02_03_10.875324_epoch_960_0.4_0,model_outputs,plate2-1_Day3_20250517_150720,4839.222222222223,250825.1463712996,80264.04683881589,0.37565615541147185,313.0152420890166,284.6666666666667,170.63888888888889,427.5833333333333,B11,B,11.0,plate2-1,3.0,CTL_0.01uM,CTL,0.01uM,CTL_0.01uM_CTL_0.01uM,48.381388888888885,48.33277777777778,35.875716469067726,37.158491312639576,42.44511046740823,119454.80646645458
